id_anggota,usia,jenis_kelamin,status_perkawinan,pendidikan,pekerjaan,penghasilan_bulanan,lama_keanggotaan,jumlah_pinjaman,tenor_pinjaman,suku_bunga,jumlah_tanggungan,riwayat_pinjaman,keterlambatan_bayar,rasio_hutang,simpanan_wajib,simpanan_sukarela,status_pinjaman,kota,simpanan_pokok,jenis_anggota,partisipasi_rat,transaksi_koperasi,sistem_potong_gaji,status_keaktifan
158,30,P,Menikah,D3,Wiraswasta,7750000,10,38261000,36,12,1,0,0,0.197,1500000,234000,0,Makassar,50000,Calon,Ya,3699000,Tidak,Aktif
159,30,P,Belum Menikah,S1,Pedagang,7486000,41,61426000,48,13,0,0,0,0.231,4100000,615000,0,Medan,100000,Biasa,Ya,6152000,Ya,Aktif
160,40,L,Menikah,SMA,Guru,3543000,76,13454000,24,12,2,0,0,0.204,3800000,109000,1,Medan,100000,Biasa,Tidak,10035000,Tidak,Pasif
161,29,P,Belum Menikah,D3,Perawat,4085000,54,10681000,12,10,1,0,0,0.283,5400000,949000,0,Semarang,100000,Biasa,Ya,2361000,Ya,Aktif
162,46,L,Menikah,S1,UMKM,4750000,47,40529000,48,12,3,3,0,0.236,7050000,336000,1,Makassar,100000,Biasa,Ya,7554000,Tidak,Aktif
163,40,L,Menikah,SMA,Buruh,2864000,17,5957000,24,13,2,1,0,0.163,1700000,254000,1,Makassar,100000,Biasa,Ya,1017000,Tidak,Aktif
164,37,P,Belum Menikah,S1,Karyawan Swasta,8526000,33,93786000,60,13,0,0,0,0.259,6600000,1085000,0,Jakarta,100000,Biasa,Ya,7462000,Ya,Aktif
165,39,L,Menikah,SMA,Buruh,3579000,77,29859000,36,13,2,2,0,0.319,3850000,383000,1,Medan,100000,Biasa,Tidak,506000,Tidak,Aktif
166,43,P,Belum Menikah,SMA,Perawat,3770000,71,22532000,36,14,0,1,0,0.242,7100000,1010000,0,Semarang,100000,Biasa,Ya,4269000,Ya,Aktif
167,40,P,Menikah,S1,Perawat,6858000,45,38038000,36,12,2,1,0,0.218,6750000,3813000,0,Bandung,100000,Biasa,Ya,1551000,Ya,Aktif
168,39,L,Menikah,SMA,UMKM,2837000,75,11416000,36,12,3,1,1,0.18,3750000,179000,0,Medan,100000,Biasa,Ya,3154000,Tidak,Aktif
169,49,P,Menikah,D3,Karyawan Swasta,8578000,24,49347000,60,13,2,2,1,0.162,4800000,481000,0,Makassar,100000,Biasa,Tidak,2597000,Tidak,Aktif
170,29,P,Belum Menikah,SMA,Buruh,2565000,53,17028000,60,14,0,1,0,0.172,2650000,675000,0,Yogyakarta,100000,Biasa,Ya,3611000,Tidak,Aktif
171,52,P,Menikah,S1,PNS,9661000,42,48032000,24,12,3,0,0,0.325,8400000,1092000,0,Medan,100000,Biasa,Ya,8762000,Ya,Pasif
172,34,L,Belum Menikah,SMA,Pedagang,5676000,29,47194000,36,14,0,1,1,0.297,4350000,446000,0,Makassar,100000,Biasa,Ya,1283000,Tidak,Aktif
173,35,L,Belum Menikah,SMA,Petani,2535000,43,20808000,60,13,0,3,0,0.207,2150000,100000,0,Surabaya,100000,Biasa,Ya,1288000,Tidak,Pasif
174,40,L,Belum Menikah,SMA,UMKM,5747000,55,34790000,24,12,0,1,0,0.292,8250000,945000,1,Surabaya,100000,Biasa,Ya,3157000,Ya,Aktif
175,42,L,Menikah,SMA,Buruh,2840000,43,23295000,48,13,2,2,1,0.247,2150000,329000,1,Semarang,100000,Biasa,Ya,301000,Tidak,Pasif
176,61,P,Menikah,SMA,Perawat,3143000,15,20741000,48,12,1,2,0,0.214,750000,227000,1,Yogyakarta,100000,Biasa,Ya,1671000,Ya,Aktif
177,30,P,Belum Menikah,S1,Pedagang,6757000,5,19482000,24,11,0,0,0,0.157,1000000,498000,0,Medan,50000,Calon,Ya,2447000,Tidak,Aktif
178,36,L,Belum Menikah,S1,Guru,4550000,31,38643000,36,12,0,2,0,0.305,3100000,293000,0,Medan,100000,Biasa,Ya,5127000,Tidak,Aktif
179,38,L,Belum Menikah,D3,Guru,4898000,64,26108000,48,13,0,3,0,0.16,6400000,528000,0,Medan,100000,Biasa,Tidak,918000,Tidak,Pasif
180,47,L,Belum Menikah,S2,UMKM,7162000,170,43405000,48,13,0,3,1,0.172,25500000,1954000,0,Palembang,100000,Biasa,Ya,5949000,Tidak,Aktif
181,60,P,Menikah,SMA,UMKM,4147000,115,32406000,36,12,2,0,0,0.425,5750000,1534000,0,Palembang,100000,Biasa,Ya,2747000,Tidak,Aktif
182,33,P,Belum Menikah,SMA,Petani,3026000,22,6429000,12,12,0,5,1,0.211,1100000,395000,0,Makassar,100000,Biasa,Ya,1423000,Tidak,Aktif
183,29,L,Belum Menikah,SMA,Nelayan,2629000,22,23689000,36,12,1,1,1,0.323,1100000,132000,1,Makassar,100000,Biasa,Ya,1137000,Tidak,Aktif
184,31,L,Belum Menikah,D3,Perawat,3814000,3,15287000,24,12,0,0,0,0.204,450000,579000,1,Makassar,25000,Calon,Ya,1158000,Ya,Aktif
185,44,P,Menikah,SMA,UMKM,4700000,29,10945000,12,11,2,0,0,0.273,1450000,128000,0,Semarang,100000,Biasa,Tidak,413000,Tidak,Pasif
186,33,L,Belum Menikah,SMA,Petani,2664000,29,12797000,48,13,0,3,2,0.14,2900000,441000,0,Palembang,100000,Biasa,Tidak,843000,Tidak,Aktif
187,51,P,Menikah,SMA,Karyawan Swasta,5882000,62,49646000,48,13,4,1,0,0.291,9300000,431000,1,Medan,100000,Biasa,Tidak,1519000,Ya,Pasif
188,32,L,Belum Menikah,D3,Wiraswasta,6709000,14,15672000,12,12,0,1,0,0.245,2100000,247000,1,Yogyakarta,100000,Biasa,Ya,1967000,Tidak,Aktif
189,43,L,Belum Menikah,S1,Karyawan Swasta,9701000,13,60577000,36,11,1,1,0,0.217,2600000,771000,0,Surabaya,100000,Biasa,Ya,3567000,Ya,Aktif
190,49,P,Menikah,S2,PNS,7896000,65,43525000,48,13,2,4,1,0.25,9750000,866000,0,Yogyakarta,100000,Biasa,Ya,8178000,Ya,Aktif
191,27,L,Belum Menikah,D3,Nelayan,2806000,27,6436000,12,12,0,0,0,0.242,1350000,100000,1,Jakarta,100000,Biasa,Tidak,0,Tidak,Pasif
192,37,P,Belum Menikah,D3,UMKM,3844000,76,18130000,24,12,1,0,0,0.243,7600000,189000,1,Semarang,100000,Biasa,Ya,629000,Tidak,Aktif
193,33,P,Belum Menikah,D3,PNS,6102000,73,25271000,24,12,0,2,2,0.207,7300000,236000,1,Medan,100000,Biasa,Tidak,3535000,Ya,Pasif
194,32,L,Menikah,SMA,Karyawan Swasta,4545000,25,18889000,24,11,2,0,0,0.229,2500000,249000,1,Semarang,100000,Biasa,Ya,548000,Ya,Pasif
195,40,P,Menikah,SMA,Petani,2633000,43,4228000,12,11,4,0,0,0.222,2150000,217000,1,Makassar,100000,Biasa,Ya,1750000,Tidak,Aktif
196,33,L,Belum Menikah,SMA,Buruh,3211000,39,23848000,36,12,0,2,2,0.263,3900000,644000,1,Surabaya,100000,Biasa,Ya,722000,Tidak,Aktif
197,32,L,Belum Menikah,SMA,Karyawan Swasta,5176000,30,22696000,24,11,0,1,0,0.216,3000000,370000,0,Bandung,100000,Biasa,Tidak,1387000,Ya,Pasif
198,37,L,Menikah,SMA,Buruh,3401000,62,14149000,24,12,4,1,1,0.331,3100000,216000,1,Bandung,100000,Biasa,Tidak,1394000,Tidak,Pasif
199,29,P,Menikah,SMA,Wiraswasta,3347000,13,10664000,24,12,2,1,0,0.219,650000,209000,1,Palembang,100000,Biasa,Tidak,900000,Tidak,Aktif
200,41,P,Belum Menikah,S1,PNS,8021000,23,51688000,36,12,0,0,0,0.252,3450000,290000,1,Makassar,100000,Biasa,Tidak,0,Ya,Pasif
201,42,P,Cerai,S2,PNS,12640000,27,84710000,60,13,0,1,0,0.167,5400000,1313000,0,Makassar,100000,Biasa,Ya,1606000,Ya,Aktif
202,46,P,Menikah,S2,PNS,12728000,43,50028000,48,14,1,3,1,0.142,6450000,1376000,0,Bandung,100000,Biasa,Ya,5356000,Ya,Aktif
203,48,P,Menikah,S2,Pedagang,11090000,25,121990000,48,13,1,0,0,0.318,5000000,1705000,0,Yogyakarta,100000,Biasa,Ya,3104000,Tidak,Aktif
204,38,L,Menikah,SMA,Buruh,3023000,30,8019000,24,12,1,1,0,0.154,1500000,157000,0,Medan,100000,Biasa,Ya,609000,Tidak,Pasif
205,48,P,Menikah,D3,Petani,5216000,39,34212000,36,13,0,1,1,0.225,3900000,1481000,1,Jakarta,100000,Biasa,Ya,3342000,Tidak,Aktif
206,38,L,Menikah,SMA,Buruh,2922000,23,4089000,12,11,0,0,0,0.13,2300000,217000,0,Medan,100000,Biasa,Tidak,1483000,Tidak,Pasif
207,44,L,Menikah,SMA,Buruh,2804000,18,12796000,48,14,2,0,0,0.155,900000,385000,0,Yogyakarta,100000,Biasa,Ya,1396000,Tidak,Aktif
208,35,L,Menikah,SMA,Nelayan,2800000,48,26287000,60,13,2,0,0,0.252,2400000,440000,0,Medan,100000,Biasa,Ya,1076000,Ya,Aktif
209,51,P,Menikah,D3,Petani,3186000,66,17003000,36,13,4,2,1,0.285,6600000,259000,1,Makassar,100000,Biasa,Ya,1282000,Tidak,Pasif
210,34,P,Cerai,SMA,Pedagang,5569000,120,31057000,36,13,0,4,2,0.201,6000000,2339000,1,Yogyakarta,100000,Biasa,Ya,6227000,Tidak,Aktif
211,34,P,Belum Menikah,S1,UMKM,3630000,5,11110000,48,14,0,0,0,0.119,250000,180000,1,Yogyakarta,75000,Calon,Tidak,1074000,Tidak,Pasif
212,35,L,Belum Menikah,SMA,Buruh,2548000,85,2948000,12,12,1,1,1,0.147,4250000,324000,1,Palembang,100000,Biasa,Tidak,3781000,Tidak,Aktif
213,30,L,Menikah,D3,UMKM,3766000,27,4086000,12,11,1,4,1,0.164,2700000,216000,0,Semarang,100000,Biasa,Ya,1484000,Tidak,Aktif
214,30,P,Belum Menikah,SMA,PNS,3089000,26,24442000,36,13,0,2,1,0.296,1300000,161000,0,Semarang,100000,Biasa,Tidak,177000,Ya,Pasif
215,42,L,Menikah,S1,Pedagang,6328000,59,67184000,60,13,2,2,0,0.299,8850000,306000,0,Medan,100000,Biasa,Tidak,2825000,Ya,Pasif
216,48,P,Menikah,S2,Petani,8884000,16,75107000,36,13,2,2,1,0.397,3200000,284000,1,Jakarta,100000,Biasa,Ya,2188000,Tidak,Pasif
217,51,L,Menikah,S1,Guru,9406000,17,30660000,36,12,1,1,0,0.126,3400000,620000,0,Jakarta,100000,Biasa,Tidak,0,Ya,Pasif
218,32,L,Menikah,S2,PNS,8166000,38,22556000,12,11,2,0,0,0.287,3800000,280000,1,Palembang,100000,Biasa,Tidak,950000,Ya,Pasif
219,47,P,Menikah,SMA,Nelayan,3544000,48,10219000,24,13,2,0,0,0.185,2400000,965000,0,Bandung,100000,Biasa,Ya,4560000,Tidak,Aktif
220,60,P,Menikah,S2,PNS,8446000,25,43323000,48,14,2,1,0,0.181,2500000,371000,0,Medan,100000,Biasa,Ya,2360000,Ya,Aktif
221,50,P,Belum Menikah,D3,Guru,4694000,55,6533000,12,11,0,1,0,0.138,5500000,778000,0,Semarang,100000,Biasa,Ya,4183000,Ya,Aktif
222,37,P,Menikah,S1,Wiraswasta,9377000,41,58899000,36,12,3,1,0,0.278,6150000,1314000,1,Yogyakarta,100000,Biasa,Ya,13148000,Tidak,Aktif
223,36,L,Menikah,D3,Pedagang,4995000,131,10992000,12,11,4,2,0,0.219,13100000,2089000,0,Semarang,100000,Biasa,Ya,4687000,Tidak,Aktif
224,40,L,Menikah,SMA,Petani,2585000,37,25032000,36,12,3,1,0,0.335,1850000,188000,1,Yogyakarta,100000,Biasa,Ya,794000,Tidak,Aktif
225,36,P,Menikah,S1,UMKM,7460000,58,35539000,48,13,1,2,0,0.147,8700000,1252000,0,Jakarta,100000,Biasa,Ya,4756000,Tidak,Aktif
226,30,P,Belum Menikah,S1,PNS,7057000,48,33762000,48,13,1,3,0,0.181,4800000,1120000,0,Medan,100000,Biasa,Tidak,2044000,Ya,Aktif
227,49,P,Menikah,S1,Pedagang,9536000,88,52164000,36,13,4,4,1,0.212,17600000,1334000,0,Medan,100000,Biasa,Tidak,9239000,Tidak,Aktif
228,44,L,Menikah,SMA,UMKM,2972000,37,8282000,36,13,4,0,0,0.131,1850000,207000,0,Makassar,100000,Biasa,Ya,2226000,Tidak,Aktif
229,25,L,Belum Menikah,SMA,Buruh,3822000,45,20862000,48,13,1,2,2,0.202,6750000,1093000,0,Medan,100000,Biasa,Ya,5552000,Ya,Aktif
230,48,P,Belum Menikah,D3,Petani,3557000,76,11266000,24,13,1,1,1,0.205,7600000,335000,1,Bandung,100000,Biasa,Ya,2534000,Tidak,Aktif
231,39,P,Menikah,SMA,Nelayan,2858000,47,16627000,36,14,2,2,3,0.234,2350000,414000,1,Bandung,100000,Biasa,Tidak,0,Tidak,Pasif
232,35,L,Belum Menikah,SMA,Karyawan Swasta,8624000,80,21633000,12,11,0,1,0,0.242,12000000,1788000,0,Yogyakarta,100000,Biasa,Ya,11280000,Ya,Aktif
233,34,L,Menikah,SMA,Wiraswasta,4778000,81,17314000,24,12,3,2,0,0.228,8100000,818000,1,Makassar,100000,Biasa,Ya,5065000,Tidak,Aktif
234,30,P,Menikah,S1,PNS,5679000,40,27194000,36,13,2,2,2,0.226,4000000,506000,0,Palembang,100000,Biasa,Ya,7941000,Ya,Aktif
235,53,P,Menikah,SMA,Petani,4002000,35,29274000,36,12,2,0,0,0.261,3500000,480000,0,Yogyakarta,100000,Biasa,Tidak,693000,Tidak,Pasif
236,52,L,Menikah,SMA,Pedagang,4923000,68,10143000,24,13,3,1,2,0.153,10200000,458000,1,Medan,100000,Biasa,Tidak,2624000,Tidak,Pasif
237,34,L,Belum Menikah,S2,UMKM,9441000,5,32315000,36,12,0,0,0,0.13,1000000,565000,0,Yogyakarta,50000,Calon,Ya,2228000,Tidak,Aktif
238,29,L,Belum Menikah,SMA,Buruh,3505000,18,24914000,36,12,0,0,0,0.258,900000,230000,1,Palembang,100000,Biasa,Tidak,0,Tidak,Pasif
239,41,L,Menikah,S1,Petani,5740000,50,63140000,60,14,0,5,2,0.293,5000000,930000,1,Surabaya,100000,Biasa,Ya,459000,Tidak,Aktif
240,57,P,Menikah,S2,Perawat,11408000,114,79585000,36,11,2,3,1,0.272,22800000,2869000,0,Makassar,100000,Biasa,Ya,7254000,Ya,Aktif
241,37,L,Menikah,SMA,PNS,5901000,43,37498000,36,12,1,0,0,0.227,8600000,239000,0,Medan,100000,Biasa,Ya,4233000,Ya,Aktif
242,28,P,Belum Menikah,S1,Karyawan Swasta,4898000,23,17285000,24,12,0,3,1,0.192,2300000,237000,0,Bandung,100000,Biasa,Ya,2318000,Ya,Aktif
243,34,P,Menikah,S2,UMKM,6142000,66,12264000,24,12,4,2,2,0.132,9900000,597000,0,Makassar,100000,Biasa,Tidak,2674000,Tidak,Aktif
244,36,L,Belum Menikah,S1,PNS,7303000,60,26967000,24,12,0,2,5,0.212,9000000,2341000,0,Medan,100000,Biasa,Ya,2017000,Ya,Aktif
245,38,P,Menikah,SMA,Petani,4050000,49,21366000,36,12,3,1,1,0.227,4900000,361000,0,Surabaya,100000,Biasa,Ya,3092000,Tidak,Aktif
246,31,L,Menikah,SMA,Pedagang,4277000,42,8832000,12,10,0,0,0,0.187,4200000,823000,0,Palembang,100000,Biasa,Ya,6998000,Tidak,Aktif
247,25,P,Belum Menikah,S1,Petani,3009000,5,11120000,24,13,0,1,3,0.196,250000,420000,1,Bandung,100000,Calon,Tidak,0,Tidak,Pasif
248,43,P,Menikah,S1,Karyawan Swasta,6653000,59,10995000,12,12,3,3,1,0.202,11800000,1798000,0,Yogyakarta,100000,Biasa,Ya,5121000,Tidak,Aktif
249,40,P,Menikah,S1,Karyawan Swasta,10477000,61,38087000,24,11,3,4,1,0.196,12200000,5146000,0,Jakarta,100000,Biasa,Ya,6675000,Ya,Aktif
250,41,P,Menikah,S1,Guru,6090000,28,21967000,24,10,3,0,0,0.246,2800000,1911000,0,Yogyakarta,100000,Biasa,Ya,1529000,Ya,Aktif
251,31,L,Belum Menikah,S2,Guru,6397000,36,35237000,48,14,0,1,1,0.178,3600000,816000,0,Makassar,100000,Biasa,Ya,4549000,Ya,Aktif
252,39,L,Menikah,S1,Karyawan Swasta,6989000,102,11080000,12,11,2,1,0,0.217,10200000,569000,0,Palembang,100000,Biasa,Tidak,7079000,Ya,Aktif
253,40,P,Menikah,D3,Karyawan Swasta,6233000,29,16181000,12,12,1,0,0,0.264,5800000,171000,1,Medan,100000,Biasa,Tidak,322000,Ya,Pasif
254,31,L,Belum Menikah,SMA,Karyawan Swasta,5762000,86,63382000,60,13,0,1,1,0.292,8600000,1820000,0,Jakarta,100000,Biasa,Ya,1655000,Ya,Aktif
255,38,L,Menikah,S2,Wiraswasta,13534000,16,61405000,24,11,3,0,0,0.351,3200000,1628000,0,Bandung,100000,Biasa,Ya,13860000,Tidak,Aktif
256,35,L,Belum Menikah,SMA,Buruh,3491000,41,18184000,24,12,0,0,0,0.272,2050000,154000,0,Medan,100000,Biasa,Tidak,0,Tidak,Pasif
257,29,L,Belum Menikah,SMA,Buruh,2557000,57,8949000,12,11,0,0,0,0.328,5700000,467000,0,Palembang,100000,Biasa,Tidak,4692000,Tidak,Pasif
258,40,P,Menikah,SMA,PNS,4694000,11,21054000,36,12,3,0,0,0.197,550000,307000,1,Semarang,100000,Calon,Ya,1614000,Ya,Aktif
259,35,L,Menikah,S2,Guru,8260000,52,54441000,48,12,4,0,0,0.252,7800000,1239000,0,Yogyakarta,100000,Biasa,Tidak,4437000,Ya,Pasif
260,31,P,Menikah,S2,Pedagang,14413000,21,31103000,12,11,2,0,0,0.273,4200000,365000,1,Jakarta,100000,Biasa,Tidak,1178000,Tidak,Pasif
261,34,P,Menikah,S1,Karyawan Swasta,4178000,19,22403000,36,12,2,0,0,0.236,950000,310000,1,Medan,100000,Biasa,Ya,1124000,Ya,Aktif
262,32,P,Belum Menikah,SMA,Karyawan Swasta,3718000,30,18352000,36,12,0,0,0,0.175,1500000,338000,0,Medan,100000,Biasa,Ya,3939000,Ya,Aktif
263,39,L,Menikah,D3,Buruh,3304000,19,29502000,60,14,3,0,0,0.284,950000,291000,1,Medan,100000,Biasa,Tidak,2467000,Tidak,Aktif
264,52,P,Menikah,SMA,Buruh,2507000,56,17438000,60,13,3,0,0,0.227,2800000,268000,1,Medan,100000,Biasa,Ya,1546000,Tidak,Aktif
265,40,L,Menikah,D3,PNS,7192000,41,51005000,48,12,4,1,0,0.281,8200000,354000,1,Jakarta,100000,Biasa,Ya,699000,Ya,Pasif
266,57,P,Menikah,SMA,UMKM,4162000,7,6598000,12,11,3,0,0,0.301,700000,100000,0,Yogyakarta,75000,Calon,Tidak,0,Tidak,Pasif
267,35,L,Menikah,SMA,Buruh,2545000,105,17374000,60,14,1,4,0,0.192,5250000,678000,0,Yogyakarta,100000,Biasa,Ya,3750000,Ya,Aktif
268,40,P,Belum Menikah,SMA,Perawat,2990000,50,18958000,48,13,2,1,0,0.18,2500000,293000,0,Semarang,100000,Biasa,Ya,2306000,Ya,Aktif
269,26,L,Belum Menikah,D3,Pedagang,4649000,24,20077000,48,13,0,1,1,0.131,2400000,282000,0,Surabaya,100000,Biasa,Tidak,396000,Tidak,Aktif
270,39,L,Menikah,SMA,Wiraswasta,8635000,111,44098000,24,14,4,4,2,0.284,22200000,5277000,1,Yogyakarta,100000,Biasa,Ya,5293000,Tidak,Aktif
271,39,P,Menikah,S1,Guru,7874000,22,28477000,36,12,0,1,0,0.15,3300000,370000,0,Jakarta,100000,Biasa,Tidak,1027000,Ya,Pasif
272,28,P,Belum Menikah,SMA,Petani,2726000,46,13000000,36,12,2,1,0,0.277,2300000,308000,0,Palembang,100000,Biasa,Ya,685000,Tidak,Aktif
273,37,L,Belum Menikah,SMA,Nelayan,3209000,65,16751000,48,13,0,1,0,0.157,6500000,249000,0,Surabaya,100000,Biasa,Ya,2290000,Tidak,Aktif
274,37,L,Cerai,SMA,Nelayan,2540000,11,23298000,48,14,1,0,0,0.372,550000,409000,1,Medan,100000,Calon,Tidak,5456000,Tidak,Aktif
275,32,L,Belum Menikah,SMA,Wiraswasta,6224000,71,26362000,36,13,0,1,0,0.147,14200000,602000,0,Jakarta,100000,Biasa,Tidak,1696000,Tidak,Pasif
276,40,P,Menikah,SMA,Karyawan Swasta,6648000,22,31987000,48,12,2,2,1,0.152,3300000,1692000,0,Surabaya,100000,Biasa,Ya,6280000,Tidak,Aktif
277,38,P,Belum Menikah,D3,Karyawan Swasta,6130000,42,64858000,60,14,1,1,1,0.299,6300000,551000,1,Yogyakarta,100000,Biasa,Tidak,1704000,Ya,Pasif
278,26,P,Belum Menikah,S1,Wiraswasta,6352000,19,18787000,24,12,0,1,0,0.17,3800000,332000,1,Makassar,100000,Biasa,Tidak,2140000,Tidak,Aktif
279,25,L,Belum Menikah,D3,Pedagang,3707000,8,29172000,60,13,0,1,1,0.238,800000,426000,0,Medan,100000,Calon,Ya,4967000,Tidak,Aktif
280,33,L,Belum Menikah,SMA,UMKM,3893000,75,10491000,24,12,1,1,1,0.156,7500000,1087000,0,Jakarta,100000,Biasa,Tidak,1604000,Tidak,Aktif
281,33,P,Belum Menikah,S2,Wiraswasta,7904000,13,16366000,12,11,0,1,0,0.214,1950000,618000,0,Yogyakarta,100000,Biasa,Ya,2039000,Tidak,Aktif
282,53,L,Menikah,SMA,Nelayan,3016000,75,14057000,24,12,3,2,1,0.264,7500000,459000,1,Jakarta,100000,Biasa,Ya,615000,Tidak,Aktif
283,41,P,Menikah,S1,Pedagang,9224000,75,47470000,24,12,2,1,0,0.297,15000000,1007000,0,Bandung,100000,Biasa,Tidak,1682000,Tidak,Pasif
284,41,P,Menikah,SMA,Buruh,2764000,71,17001000,36,12,0,0,0,0.246,3550000,703000,0,Jakarta,100000,Biasa,Tidak,1928000,Tidak,Aktif
285,33,P,Menikah,D3,Nelayan,3038000,12,10264000,24,11,3,0,0,0.192,1200000,271000,0,Palembang,100000,Biasa,Ya,1844000,Tidak,Aktif
286,36,L,Belum Menikah,S1,Perawat,4730000,19,13446000,12,12,0,0,0,0.269,1900000,489000,0,Medan,100000,Biasa,Ya,3465000,Tidak,Aktif
287,29,L,Menikah,D3,Karyawan Swasta,5237000,26,23240000,60,14,1,4,1,0.133,2600000,515000,0,Yogyakarta,100000,Biasa,Ya,1280000,Ya,Aktif
288,50,L,Menikah,SMA,Pedagang,7415000,35,27606000,24,12,1,0,0,0.207,3500000,893000,0,Bandung,100000,Biasa,Ya,824000,Tidak,Aktif
289,33,P,Menikah,D3,UMKM,3355000,17,10039000,12,12,2,1,0,0.323,850000,348000,1,Semarang,100000,Biasa,Ya,3778000,Tidak,Pasif
290,31,L,Belum Menikah,S1,Karyawan Swasta,6762000,54,65268000,36,13,0,1,0,0.341,5400000,400000,0,Medan,100000,Biasa,Tidak,1246000,Ya,Pasif
291,28,P,Belum Menikah,SMA,Buruh,2819000,38,18436000,48,13,0,0,0,0.192,1900000,280000,1,Jakarta,100000,Biasa,Tidak,1885000,Ya,Aktif
292,40,L,Belum Menikah,SMA,Karyawan Swasta,4406000,18,31438000,60,14,0,0,0,0.17,900000,429000,0,Yogyakarta,100000,Biasa,Ya,3006000,Tidak,Aktif
293,30,P,Menikah,SMA,Karyawan Swasta,3946000,38,14303000,24,12,1,0,0,0.237,1900000,977000,1,Palembang,100000,Biasa,Ya,7267000,Tidak,Aktif
294,40,P,Menikah,SMA,Petani,2999000,69,14325000,24,13,2,1,2,0.257,3450000,335000,0,Medan,100000,Biasa,Ya,3651000,Tidak,Aktif
295,43,L,Menikah,S1,Guru,5015000,48,26717000,36,11,1,0,0,0.197,4800000,485000,0,Medan,100000,Biasa,Ya,6072000,Ya,Aktif
296,32,L,Menikah,SMA,Buruh,2625000,24,7754000,12,12,1,1,0,0.281,2400000,112000,1,Semarang,100000,Biasa,Ya,1899000,Tidak,Aktif
297,28,L,Belum Menikah,D3,Buruh,3209000,31,13494000,36,12,1,1,0,0.185,1550000,366000,1,Jakarta,100000,Biasa,Ya,1302000,Tidak,Aktif
298,36,P,Menikah,D3,Nelayan,3613000,49,34191000,48,13,1,0,0,0.296,4900000,785000,1,Medan,100000,Biasa,Tidak,1053000,Tidak,Pasif
299,26,L,Belum Menikah,SMA,Wiraswasta,6492000,12,19062000,24,12,0,0,0,0.156,2400000,1311000,0,Surabaya,100000,Biasa,Ya,6429000,Tidak,Aktif
300,37,P,Menikah,SMA,Nelayan,2933000,65,29771000,60,14,4,1,1,0.31,3250000,551000,1,Semarang,100000,Biasa,Tidak,2347000,Tidak,Pasif
301,27,P,Belum Menikah,S1,Wiraswasta,8360000,29,80601000,60,14,0,2,1,0.231,4350000,301000,0,Surabaya,100000,Biasa,Ya,1126000,Tidak,Aktif
302,65,P,Menikah,S1,Guru,6309000,17,34359000,48,12,3,0,0,0.238,2550000,624000,0,Surabaya,100000,Biasa,Tidak,3519000,Ya,Pasif
303,44,L,Menikah,SMA,Nelayan,3397000,69,37367000,60,14,2,3,0,0.342,6900000,337000,0,Jakarta,100000,Biasa,Ya,1716000,Tidak,Aktif
304,44,P,Menikah,S1,Pedagang,7754000,77,51269000,36,13,1,0,0,0.245,11550000,1726000,0,Bandung,100000,Biasa,Tidak,2323000,Tidak,Aktif
305,33,L,Menikah,D3,Perawat,4026000,54,40206000,36,12,1,2,0,0.379,5400000,516000,0,Palembang,100000,Biasa,Tidak,750000,Ya,Pasif
306,33,L,Belum Menikah,S1,Karyawan Swasta,6941000,26,46647000,48,13,1,2,0,0.215,2600000,891000,1,Palembang,100000,Biasa,Tidak,4734000,Ya,Aktif
307,36,P,Menikah,S1,Pedagang,10633000,93,44257000,48,13,3,2,2,0.168,18600000,1406000,1,Medan,100000,Biasa,Ya,13727000,Tidak,Aktif
308,31,L,Belum Menikah,SMA,Karyawan Swasta,3352000,7,12390000,36,12,1,0,0,0.143,350000,378000,1,Palembang,100000,Calon,Ya,2413000,Tidak,Aktif
309,31,P,Menikah,S2,Guru,7037000,20,34477000,36,13,1,2,2,0.205,2000000,1498000,1,Surabaya,100000,Biasa,Tidak,4178000,Ya,Aktif
310,28,L,Menikah,S1,Karyawan Swasta,5646000,44,42885000,48,13,1,0,0,0.285,4400000,1010000,0,Palembang,100000,Biasa,Ya,3103000,Ya,Aktif
311,54,P,Menikah,S2,PNS,9162000,36,52422000,36,12,3,0,0,0.238,7200000,890000,0,Bandung,100000,Biasa,Ya,1428000,Ya,Pasif
312,37,P,Menikah,D3,UMKM,5054000,81,9672000,12,11,1,1,0,0.185,8100000,159000,0,Palembang,100000,Biasa,Ya,2836000,Tidak,Pasif
313,46,L,Belum Menikah,SMA,UMKM,4294000,20,14325000,24,12,0,1,0,0.189,2000000,334000,0,Palembang,100000,Biasa,Tidak,0,Tidak,Pasif
314,26,L,Belum Menikah,D3,Karyawan Swasta,3036000,11,7351000,12,11,0,0,0,0.227,1100000,100000,0,Makassar,75000,Calon,Tidak,1243000,Ya,Aktif
315,25,P,Belum Menikah,SMA,Petani,2832000,43,17786000,36,14,1,3,2,0.256,2150000,296000,0,Yogyakarta,100000,Biasa,Tidak,682000,Tidak,Aktif
316,42,P,Menikah,SMA,Buruh,3017000,32,6566000,24,12,2,1,2,0.108,1600000,101000,0,Medan,100000,Biasa,Tidak,3557000,Tidak,Aktif
317,37,P,Menikah,SMA,Buruh,2538000,40,12753000,36,12,2,0,0,0.253,2000000,421000,1,Medan,100000,Biasa,Ya,2584000,Tidak,Aktif
